date,value,Lag_1,Lag_3,Lag_12,Rolling_Mean_3M,Rolling_Mean_6M,Rolling_Mean_12M,Rolling_Std_3M,Rolling_Std_6M,Rolling_Std_12M,MoM_Percentage_Change,YoY_Percentage_Change,Cumulative_Sum,Cumulative_Product,Trend,Seasonal,Residual,EMA_12,EMA_26,EMA_50,ROC,RSI,Z_Score,Days_Since_Peak,Days_Since_Trough,Labor_Force_Value,Labor_Force_Lag_1,Labor_Force_Lag_3,Labor_Force_Lag_12,Labor_Force_Rolling_Mean_3M,Labor_Force_Rolling_Mean_6M,Labor_Force_Rolling_Mean_12M,Labor_Force_EMA_12,Labor_Force_EMA_26,Labor_Force_EMA_50,Labor_Force_Peak,Labor_Force_Days_Since_Peak,Labor_Force_Trough,Labor_Force_Days_Since_Trough
1948-11-01,0.0652173913043476,0.0652173913043476,0.0869565217391299,,0.0447761194029858,0.0515267175572509,,0.0686398223054494,0.1518384114070578,,0.7002633468996896,,0.0101993413069856,0.065217391304353,0.0332518337408318,0.5867193159658655,0.6162938803761406,0.0224877724603116,0.015216841188983,0.0094469556650098,,,0.0652173913043481,0.0137460885113991,0.0072398190045248,0.0652173913043476,0.0652173913043476,0.0869565217391299,,0.0724637681159417,0.09239130434782582,,0.07533093923834823,0.06844772784135315,0.06299999136256083,0.1304347826086953,,0.0217391304347822,
1948-12-01,0.108695652173913,0.0652173913043476,0.0869565217391299,,0.0522388059701501,0.049618320610687,0.0263929618768337,0.1372796446108952,0.1394203389830903,0.2211647211199464,0.8197495084422329,,0.0112237822846247,0.1086956521739193,0.0337408312958436,0.0,0.7664540138511242,0.0279888852785115,0.018434338116597,0.0114035547767485,,,0.1086956521739132,0.0170987930263746,0.0084202242770017,0.108695652173913,0.0652173913043476,0.0869565217391299,,0.07971014492753607,0.09057971014492722,0.08061594202898519,0.08046397199766589,0.07142905556969092,0.06479197806104524,0.1304347826086953,,0.0217391304347822,
1949-01-01,0.0652173913043476,0.108695652173913,0.0652173913043476,0.0543478260869561,0.0522388059701501,0.0381679389312976,0.0273704789833821,0.1372796446108952,0.0884809929664144,0.2156250119388358,0.5815858903422062,0.5648360740510896,0.012241289651586,0.0652173913043547,0.0288508557457207,0.0222677698507141,0.6361866049150748,0.0254750569519286,0.017937765659246,0.0114217701424781,0.5648360740510908,,0.0652173913043481,0.0205632543585158,0.0096399763918945,0.0652173913043476,0.108695652173913,0.0652173913043476,0.0543478260869561,0.07971014492753607,0.07971014492753593,0.08152173913043446,0.07811834419869385,0.07096893229077661,0.06480866093333161,0.1304347826086953,,0.0217391304347822,
1949-02-01,0.0978260869565215,0.0652173913043476,0.0652173913043476,0.0869565217391299,0.0634328358208966,0.0400763358778624,0.0283479960899306,0.1237421994305106,0.0977057773971691,0.2183505193156202,0.7898779680565952,0.5647262437618985,0.0132639972265557,0.0978260869565286,0.028361858190709,0.9554092315497656,0.7360733985040433,0.0287244335166922,0.0200847785562956,0.0128355119569487,0.5647262437618972,0.5722506393861848,0.0978260869565217,0.0240277156906571,0.0108597285067873,0.0978260869565215,0.0652173913043476,0.0652173913043476,0.0869565217391299,0.09057971014492737,0.08152173913043453,0.08242753623188377,0.08115030462297503,0.07295835115490586,0.06610346195384886,0.1304347826086953,,0.0217391304347822,
1949-03-01,0.0869565217391299,0.0978260869565215,0.108695652173913,0.0434782608695645,0.0559701492537323,0.0400763358778624,0.0322580645161298,0.0908019499279376,0.0977057773971691,0.1977375286274533,0.6705436957024558,0.6296735560735554,0.0142849713988559,0.0869565217391379,0.0308068459657704,0.5710665168439846,0.6965537426195532,0.0296817519706111,0.0212038193911681,0.0137283993236803,0.6296735560735552,0.5569461827284059,0.0869565217391302,0.0271569065713008,0.0119614400944324,0.0869565217391299,0.0978260869565215,0.108695652173913,0.0434782608695645,0.083333333333333,0.08152173913043453,0.08605072463768088,0.08204356879469116,0.0739952526796632,0.06692122900425204,0.1304347826086953,,0.0217391304347822,
1949-04-01,0.0760869565217383,0.0869565217391299,0.0652173913043476,0.0978260869565215,0.0597014925373136,0.0419847328244271,0.0303030303030302,0.0594438298277646,0.0884809929664174,0.1967120303956807,0.6704932378905752,0.5004384180790948,0.0153042121684867,0.0760869565217463,0.036185819070905,0.2965245173761559,0.6467685332758109,0.0286996366384313,0.0213710342425414,0.0141208579072911,0.5004384180790948,0.4999999999999958,0.0760869565217388,0.0306213679034421,0.0131811922093252,0.0760869565217383,0.0869565217391299,0.0652173913043476,0.0978260869565215,0.08695652173912989,0.08333333333333298,0.08423913043478228,0.08112716690654456,0.0741501937050021,0.06728066929905542,0.1304347826086953,,0.0217391304347822,
1949-05-01,0.0978260869565215,0.0760869565217383,0.0978260869565215,0.0217391304347822,0.0597014925373136,0.0477099236641214,0.0371456500488767,0.0594438298277646,0.0768472546928118,0.1336060233969779,0.7599048237921006,0.6949928790477684,0.0163269197434564,0.0978260869565295,0.0440097799511001,0.6540744777450982,0.6910826417005644,0.0314529240206562,0.0232637309482361,0.015428753142749,0.6949928790477676,0.5916552667578616,0.0978260869565217,0.0339740724184175,0.014361597481802,0.0978260869565215,0.0760869565217383,0.0978260869565215,0.0217391304347822,0.08695652173912989,0.08876811594202864,0.09057971014492722,0.08369623152961793,0.07590396357548503,0.06847852881503448,0.1304347826086953,,0.0217391304347822,
1949-06-01,0.0543478260869561,0.0978260869565215,0.0869565217391299,0.1195652173913046,0.048507462686568,0.0381679389312976,0.0312805474095796,0.1188876596555353,0.0884809929664161,0.1356815267936695,0.5813847421107524,0.4152039312039298,0.0173426937077483,0.054347826086964,0.0479217603911985,0.4256566938086052,0.536829348516509,0.0266140126328631,0.0215404916187376,0.0148237039998964,0.4152039312039303,0.451680672268904,0.0543478260869566,0.0374385337505587,0.0155813495966948,0.0543478260869561,0.0978260869565215,0.0869565217391299,0.1195652173913046,0.07608695652173864,0.07971014492753582,0.0851449275362315,0.07918109223074687,0.07430721265040881,0.0679243836100118,0.1304347826086953,,0.0217391304347822,
1949-07-01,0.0869565217391299,0.0543478260869561,0.0760869565217383,0.1304347826086953,0.0522388059701501,0.0419847328244271,0.0273704789833821,0.1237421994305133,0.0792735954485558,0.0918257354848187,0.7900308940312669,0.4580375083039497,0.0183636678800485,0.0869565217391379,0.0493887530562355,1.0,0.6344420037323886,0.0278960112227562,0.0225517018563907,0.0156386230512177,0.4580375083039498,0.6191950464396244,0.0869565217391302,0.0407912382655341,0.0167617548691717,0.0869565217391299,0.0543478260869561,0.0760869565217383,0.1304347826086953,0.07971014492753582,0.08333333333333286,0.08152173913043441,0.0803773121551135,0.07524419850883259,0.06867074196801642,0.1304347826086953,,0.0217391304347822,
1949-08-01,0.1195652173913046,0.0869565217391299,0.0978260869565215,0.0869565217391299,0.0597014925373136,0.0458015267175566,0.0303030303030302,0.1783314894833007,0.11499519214586,0.1196651389641812,0.7895736739270348,0.6076332767402393,0.0193898422603571,0.1195652173913126,0.0498777506112473,0.727691959748654,0.7445139265496934,0.0343572413322297,0.0260948098414086,0.0178178252694927,0.607633276740238,0.5147058823529371,0.1195652173913046,0.0442556995976754,0.0179815069840645,0.1195652173913046,0.0869565217391299,0.0978260869565215,0.0869565217391299,0.0869565217391302,0.08695652173913006,0.0842391304347823,0.08640622065298906,0.07852723694457125,0.07066660374932185,0.1304347826086953,,0.0217391304347822,
1949-09-01,0.108695652173913,0.1195652173913046,0.0543478260869561,0.0869565217391299,0.0783582089552243,0.049618320610687,0.0322580645161281,0.0908019499279236,0.1265721377741679,0.1299144846949017,0.6706440999294718,0.5861797602510675,0.0204142832379962,0.108695652173921,0.0488997555012229,0.4865353812381272,0.714073078772298,0.0380322820162888,0.0285065313132877,0.0194461549849762,0.5861797602510675,0.4733455882352911,0.1086956521739132,0.0477201609298167,0.0192012590989573,0.108695652173913,0.1195652173913046,0.0543478260869561,0.0869565217391299,0.10507246376811584,0.09057971014492723,0.08605072463768088,0.08983536396390043,0.08076193436896693,0.07215793898165876,0.1304347826086953,,0.0217391304347822,
1949-10-01,0.1630434782608691,0.108695652173913,0.0869565217391299,0.0652173913043476,0.1044776119402994,0.064885496183205,0.0410557184750741,0.1572735907014983,0.2108389843400858,0.2004090350979998,0.8486101675965454,0.7370122347839538,0.0214473912289825,0.1630434782608771,0.0503667481662599,0.1514445066156895,0.8942299964789804,0.0501027019456641,0.0350842770992336,0.0233376965945337,0.7370122347839546,0.6550802139037393,0.1630434782608697,0.0,0.0203816643714341,0.1630434782608691,0.108695652173913,0.0869565217391299,0.0652173913043476,0.13043478260869557,0.1050724637681157,0.09420289855072433,0.10109815077881869,0.08685686354614487,0.07572207777692191,0.1630434782608691,,0.0217391304347822,
1949-11-01,0.1413043478260869,0.1630434782608691,0.1195652173913046,0.0652173913043476,0.1119402985074629,0.0725190839694649,0.0478983382209188,0.1495970244659968,0.2276261401858899,0.2116638617473464,0.6414224267440907,0.6939590108925697,0.0224770324146299,0.1413043478260949,0.0528117359413204,0.5867193159658655,0.8093617594228846,0.0567318261456817,0.0394369143169823,0.0261458015446676,0.69395901089257,0.609243697478987,0.1413043478260868,0.0034644613321412,0.0216014164863269,0.1413043478260869,0.1630434782608691,0.1195652173913046,0.0652173913043476,0.13768115942028966,0.11231884057970992,0.10054347826086928,0.1072837195553215,0.09089001052984429,0.07829393150434015,0.1630434782608691,,0.0217391304347822,
1949-12-01,0.1195652173913046,0.1413043478260869,0.108695652173913,0.108695652173913,0.1156716417910459,0.0839694656488543,0.0488758553274681,0.1188876596555077,0.1454910306569429,0.215148090633883,0.6412243091678123,0.5646536430292767,0.0235032067949384,0.1195652173913126,0.0572127139364297,0.0,0.7300694945826116,0.058756777036244,0.0417292658234371,0.0279129575475121,0.5646536430292772,0.609243697478987,0.1195652173913046,0.0068171658471166,0.0227818217588038,0.1195652173913046,0.1413043478260869,0.108695652173913,0.108695652173913,0.14130434782608683,0.12318840579710134,0.10144927536231858,0.10917318076085736,0.0930140999269895,0.07991241330382895,0.1630434782608691,,0.0217391304347822,
1950-01-01,0.0869565217391299,0.1195652173913046,0.1630434782608691,0.0652173913043476,0.0895522388059699,0.0839694656488543,0.0508308895405678,0.1495970244660068,0.1454910306569429,0.2009145967839347,0.6114056059890384,0.5863259511641109,0.0245241809672387,0.0869565217391379,0.0621026894865526,0.0222677698507141,0.6063735518009885,0.0550937349486941,0.0412450113051878,0.0282145725381433,0.5863259511641098,0.5495356037151653,0.0869565217391302,0.0102816271792579,0.0240015738736966,0.0869565217391299,0.1195652173913046,0.1630434782608691,0.0652173913043476,0.11594202898550714,0.12318840579710133,0.10326086956521711,0.10575523321905314,0.0925653904315925,0.08018865285031135,0.1630434782608691,,0.0217391304347822,
1950-02-01,0.0869565217391299,0.0869565217391299,0.1413043478260869,0.0978260869565215,0.07089552238806,0.07824427480916,0.0498533724340175,0.1029597334581666,0.1718424540407127,0.203801604037819,0.7002633468996896,0.5218555726759115,0.0255451551395389,0.0869565217391379,0.0645476772616131,0.9554092315497656,0.5884339345810758,0.0519942377976887,0.0407966274919937,0.0285043594899265,0.5218555726759108,0.4757785467127985,0.0869565217391302,0.0137460885113991,0.0252213259885894,0.0869565217391299,0.0869565217391299,0.1413043478260869,0.0978260869565215,0.09782608695652147,0.11775362318840556,0.10235507246376781,0.10286312376060341,0.09214991867659526,0.08045405947340227,0.1630434782608691,,0.0217391304347822,
1950-03-01,0.0760869565217383,0.0869565217391299,0.1195652173913046,0.0869565217391299,0.0559701492537314,0.0725190839694649,0.0488758553274681,0.0343199111527335,0.2019893287559222,0.2093551664079702,0.6704932378905752,0.5218192107835564,0.0265643959091697,0.0760869565217463,0.0665036674816628,0.5710665168439846,0.5506586043138668,0.0475794323382672,0.0395125232247872,0.0283173686552524,0.5218192107835562,0.536053130929786,0.0760869565217388,0.0168752793920429,0.0263230375762345,0.0760869565217383,0.0869565217391299,0.1195652173913046,0.0869565217391299,0.0833333333333327,0.1123188405797098,0.1014492753623185,0.09874371341616263,0.09096006962808734,0.08028280053412133,0.1630434782608691,,0.0217391304347822,
1950-04-01,0.1195652173913046,0.0760869565217383,0.0869565217391299,0.0760869565217383,0.0671641791044779,0.0648854961832059,0.0527859237536656,0.1237421994305121,0.1394203389831,0.2034269441133623,0.8195463006845075,0.6292327355184495,0.0275905702894782,0.1195652173913126,0.0660146699266501,0.2965245173761559,0.6996123167751911,0.0510124438145851,0.0417992740714048,0.0299993651635643,0.6292327355184505,0.5560661764705843,0.1195652173913046,0.0203397407241841,0.0275427896911272,0.1195652173913046,0.0760869565217383,0.0869565217391299,0.0760869565217383,0.09420289855072428,0.10507246376811569,0.1050724637681157,0.10194702172003063,0.09307896946239973,0.08182328746969715,0.1630434782608691,,0.0217391304347822,
1950-05-01,0.108695652173913,0.1195652173913046,0.0869565217391299,0.0978260869565215,0.0746268656716422,0.0591603053435116,0.053763440860215,0.1237421994305068,0.0949402417710131,0.202801249739247,0.6706440999294718,0.5646898818695435,0.0286150112671173,0.108695652173921,0.064547677261614,0.6540744777450982,0.6640041803776775,0.0521251456552045,0.0430477018966168,0.0311499874322223,0.5646898818695426,0.5560661764705843,0.1086956521739132,0.0236924452391595,0.0287231949636041,0.108695652173913,0.1195652173913046,0.0869565217391299,0.0978260869565215,0.10144927536231862,0.09963768115942007,0.10597826086956501,0.10298527255908946,0.09423576077436367,0.08287710569339189,0.1630434782608691,,0.0217391304347822,
1950-06-01,0.1413043478260869,0.108695652173913,0.0760869565217383,0.0543478260869561,0.0970149253731351,0.0629770992366411,0.061583577712609,0.0908019499279013,0.1336572253331457,0.1751992970562013,0.7892714393178007,0.7157795014996374,0.0296446524527648,0.1413043478260949,0.0640586797066022,0.4256566938086052,0.7763895627218673,0.0584431246691385,0.0468104557960407,0.0336517280357799,0.7157795014996369,0.6314878892733516,0.1413043478260868,0.0271569065713008,0.0299429470784969,0.1413043478260869,0.108695652173913,0.0760869565217383,0.0543478260869561,0.1231884057971015,0.10326086956521709,0.11322463768115924,0.1088805149078583,0.09772232277819502,0.08516837009075248,0.1630434782608691,,0.0217391304347822,
1950-07-01,0.108695652173913,0.1413043478260869,0.1195652173913046,0.0869565217391299,0.0932835820895521,0.0667938931297706,0.0635386119257086,0.1029597334581409,0.124890949039707,0.1647985281952531,0.6117047903018717,0.5861797602510675,0.0306690934304039,0.108695652173921,0.0650366748166257,1.0,0.6586171638810718,0.0584126448398265,0.0476876849749841,0.0346591203878805,0.5861797602510675,0.5336134453781474,0.1086956521739132,0.0305096110862762,0.0311233523509738,0.108695652173913,0.1413043478260869,0.1195652173913046,0.0869565217391299,0.11956521739130428,0.1068840579710143,0.11503623188405782,0.10885207448725133,0.09853516199269265,0.0860910086038176,0.1630434782608691,,0.0217391304347822,
1950-08-01,0.1521739130434776,0.108695652173913,0.108695652173913,0.1195652173913046,0.1082089552238816,0.07824427480916,0.0664711632453567,0.123742199430479,0.1499092918969821,0.1830964589992915,0.8189408034571711,0.6073071253071246,0.0317004680187207,0.1521739130434856,0.0669926650366745,0.727691959748654,0.8000068954154465,0.065555470310854,0.0519756704939631,0.0374886615266225,0.6073071253071242,0.6848739495798264,0.1521739130434782,0.0339740724184175,0.0323431044658666,0.1521739130434776,0.108695652173913,0.108695652173913,0.1195652173913046,0.1340579710144925,0.11775362318840558,0.11775362318840556,0.11551697272667076,0.10250840281126931,0.08868249505243173,0.1630434782608691,,0.0217391304347822,
1950-09-01,0.1195652173913046,0.1521739130434776,0.1413043478260869,0.108695652173913,0.1007462686567173,0.0858778625954199,0.0674486803519069,0.1237421994304839,0.0892160446716393,0.1818678526053865,0.6118536282121191,0.5646536430292767,0.0327266423990293,0.1195652173913117,0.0728606356968217,0.4865353812381272,0.6764340109311426,0.0662229374836975,0.0533392252465683,0.0388109994909591,0.5646536430292772,0.5714285714285678,0.1195652173913046,0.0374385337505587,0.0335628565807593,0.1195652173913046,0.1521739130434776,0.1413043478260869,0.108695652173913,0.1268115942028984,0.12499999999999994,0.11865942028985486,0.11613977959815289,0.1037718705579386,0.08989358220297576,0.1630434782608691,,0.0217391304347822,
1950-10-01,0.1413043478260869,0.1195652173913046,0.108695652173913,0.1630434782608691,0.1119402985074629,0.0896946564885494,0.0654936461388082,0.0908019499278862,0.0949402417710352,0.1600062737967564,0.7595018408401212,0.5008696359568832,0.0337562835846767,0.1413043478260931,0.077261613691931,0.1514445066156895,0.7387794242897812,0.070372025447094,0.0563396440830326,0.0410123082490763,0.500869635956883,0.5536332179930745,0.1413043478260868,0.0407912382655341,0.0347432618532362,0.1413043478260869,0.1195652173913046,0.108695652173913,0.1630434782608691,0.1376811594202897,0.128623188405797,0.11684782608695636,0.12001125163321966,0.10655205405928292,0.09190969065878404,0.1630434782608691,,0.0217391304347822,
1950-11-01,0.1304347826086953,0.1413043478260869,0.1521739130434776,0.1413043478260869,0.1044776119402994,0.0935114503816798,0.064516129032258,0.0594438298276988,0.0768472546928527,0.153384044081206,0.670743828033749,0.5219997959391888,0.0347841913676547,0.1304347826087006,0.0782396088019563,0.5867193159658655,0.6948352189752747,0.0720906381613959,0.0582488756025476,0.0426618775812732,0.521999795939189,0.5536332179930745,0.1304347826086953,0.0442556995976754,0.035963013968129,0.1304347826086953,0.1413043478260869,0.1521739130434776,0.1413043478260869,0.1304347826086956,0.13224637681159404,0.11594202898550705,0.12161487178329283,0.10832114506294309,0.09342047857838841,0.1630434782608691,,0.0217391304347822,
1950-12-01,0.1195652173913046,0.1304347826086953,0.1195652173913046,0.1195652173913046,0.1044776119402994,0.0896946564885494,0.064516129032258,0.0594438298276988,0.0768472546928489,0.153384044081206,0.6706940480693916,0.5432727272727268,0.0358103657479633,0.1195652173913099,0.0777506112469446,0.0,0.6668971698716035,0.0717526948956939,0.0591477484952571,0.0437813443277796,0.5432727272727267,0.4264705882352907,0.1195652173913046,0.0476084041126508,0.0371434192406059,0.1195652173913046,0.1304347826086953,0.1195652173913046,0.1195652173913046,0.1304347826086956,0.128623188405797,0.11594202898550704,0.12129954033837156,0.10915403930948839,0.09444576245340473,0.1630434782608691,,0.0217391304347822,
1951-01-01,0.108695652173913,0.1195652173913046,0.1413043478260869,0.0869565217391299,0.0932835820895521,0.0896946564885503,0.0664711632453576,0.0594438298277152,0.0768472546928489,0.1397624259253294,0.6706440999294718,0.5861797602510675,0.0368348067256024,0.1086956521739175,0.077261613691931,0.0222677698507141,0.6321019827050982,0.0696745888776808,0.0591111041409249,0.044391496825292,0.5861797602510675,0.4462474645030394,0.1086956521739132,0.0510728654447921,0.0383631713554987,0.108695652173913,0.1195652173913046,0.1413043478260869,0.0869565217391299,0.11956521739130428,0.12862318840579698,0.11775362318840564,0.11936048062076256,0.10912008470685318,0.09500458165813055,0.1630434782608691,,0.0217391304347822,
1951-02-01,0.108695652173913,0.108695652173913,0.1304347826086953,0.0869565217391299,0.0858208955223887,0.0820610687022904,0.0684261974584572,0.034319911152653,0.0549633373312856,0.1235818849009602,0.7002633468996896,0.5861797602510675,0.0378592477032415,0.1086956521739175,0.077261613691931,0.9554092315497656,0.6216373080880189,0.067916191477825,0.0590771741832094,0.0449777217738818,0.5861797602510675,0.4901960784313682,0.1086956521739132,0.0545373267769333,0.0395829234703915,0.108695652173913,0.108695652173913,0.1304347826086953,0.0869565217391299,0.1123188405797102,0.1213768115942029,0.11956521739130423,0.1177197377827857,0.10908864525996873,0.09554148638423968,0.1630434782608691,,0.0217391304347822,
1951-03-01,0.1847826086956514,0.108695652173913,0.1195652173913046,0.0760869565217383,0.1082089552238816,0.0935114503816789,0.0782013685239491,0.2402393780690489,0.1611914861977517,0.1476644555824814,0.907948895875286,0.7581727478870322,0.0388958224995667,0.1847826086956576,0.0753056234718823,0.5710665168439846,0.8842463326322694,0.0789733949225697,0.0651282960443246,0.0487988526546878,0.7581727478870331,0.7068311195445875,0.1847826086956518,0.0,0.0406846350580365,0.1847826086956514,0.108695652173913,0.1195652173913046,0.0760869565217383,0.13405797101449246,0.13224637681159404,0.128623188405797,0.1280371025386112,0.11469560551446374,0.09904113823958915,0.1847826086956514,,0.0217391304347822,
1951-04-01,0.108695652173913,0.1847826086956514,0.108695652173913,0.1195652173913046,0.1082089552238816,0.0877862595419856,0.0772238514174006,0.2402393780690489,0.1679156954716321,0.152599580489922,0.4950088996679567,0.5219279279279266,0.0399202634772058,0.1086956521739193,0.0748166259168705,0.2965245173761559,0.6365134387573441,0.0757844119773452,0.0646486481678385,0.0492122401197718,0.5219279279279271,0.5495356037151667,0.1086956521739132,0.0034644613321412,0.0419043871729293,0.108695652173913,0.1847826086956514,0.108695652173913,0.1195652173913046,0.1340579710144925,0.12681159420289836,0.1277173913043477,0.1250614947901961,0.1142511645262748,0.09941974662917048,0.1847826086956514,,0.0217391304347822,
1951-05-01,0.1413043478260869,0.108695652173913,0.108695652173913,0.108695652173913,0.1194029850746272,0.0896946564885494,0.0801564027370487,0.2087598696029277,0.1718424540407188,0.1483083428022138,0.7892714393178007,0.6074154745423764,0.0409499046628532,0.1413043478260931,0.0743276283618588,0.6540744777450982,0.7421439203467237,0.078462503864797,0.0668113319730983,0.051005657088524,0.607415474542377,0.6139705882352903,0.1413043478260868,0.0068171658471166,0.0430847924454062,0.1413043478260869,0.108695652173913,0.108695652173913,0.108695652173913,0.14492753623188379,0.12862318840579698,0.1304347826086955,0.1275603952572562,0.11625510402996458,0.10106228000944172,0.1847826086956514,,0.0217391304347822,
1951-06-01,0.0978260869565215,0.1413043478260869,0.1847826086956514,0.1413043478260869,0.0895522388059699,0.0858778625954199,0.0762463343108512,0.1237421994304941,0.1884403679868797,0.1607624376137798,0.5821852714359311,0.4581810019385775,0.0419726122378229,0.0978260869565286,0.0757946210268949,0.4256566938086052,0.5960242638959095,0.0735599655198884,0.0653380806987513,0.0508670896109917,0.4581810019385773,0.481617647058819,0.0978260869565217,0.0102816271792579,0.044304544560299,0.0978260869565215,0.1413043478260869,0.1847826086956514,0.1413043478260869,0.11594202898550714,0.12499999999999979,0.1268115942028984,0.1229858862879124,0.11488999165415398,0.10093537047795464,0.1847826086956514,,0.0217391304347822,
